Details,Posting Date,Description,Amount,Type,Balance
DEBIT,10/16/2020,LUCI'S AT THE ORCHARD PHOENIX AZ             10/15,-13.68,DEBIT_CARD,1377.09
DEBIT,10/15/2020,STARBUCKS STORE 02940 SCOTTSDALE AZ          10/14,-3.19,DEBIT_CARD,1390.77
DEBIT,10/14/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-750.51,ACH_DEBIT,1393.96
DEBIT,10/14/2020,STARBUCKS STORE 02940 SCOTTSDALE AZ          10/13,-7.13,DEBIT_CARD,2144.47
DEBIT,10/13/2020,HLU*Hulu 16100496565 HULU.COM/BILL CA        10/10,-12.94,DEBIT_CARD,2151.6
DEBIT,10/13/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-175.69,ACH_DEBIT,2164.54
DEBIT,10/13/2020,STARBUCKS STORE 02940 SCOTTSDALE AZ          10/11,-3.19,DEBIT_CARD,2340.23
DEBIT,10/13/2020,TST* BARRIO QUEEN - DES PHOENIX AZ           10/11,-54.64,DEBIT_CARD,2343.42
DEBIT,10/13/2020,STARBUCKS STORE 02940 SCOTTSDALE AZ          10/10,-2.86,DEBIT_CARD,2398.06
DEBIT,10/13/2020,SCOTTSDALE BICYCLE CO SCOTTSDALE AZ          10/08,-106.43,DEBIT_CARD,2400.92
CREDIT,10/13/2020,VENMO            CASHOUT                    PPD ID: 5264681992,416,ACH_CREDIT,2507.35
DEBIT,10/9/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          10/09,-78.69,DEBIT_CARD,2091.35
DEBIT,10/9/2020,Online Payment 10434045932 To ALA 5817 10/09,-432.61,LOAN_PMT,2170.04
DEBIT,10/9/2020,Online Transfer to SAV ...9797 transaction#: 10434035364 10/09,-1000,ACCT_XFER,2602.65
DEBIT,10/9/2020,SAFEWAY #1253 SCOTTSDALE AZ                  10/08,-80.04,DEBIT_CARD,3602.65
CREDIT,10/9/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.06,ACH_CREDIT,3682.69
DEBIT,10/7/2020,ARCO #42554 AMPM PHOENIX AZ                  10/07,-22.46,DEBIT_CARD,1212.63
DEBIT,10/7/2020,SPORT CLIPS - AZ126 SCOTTSDALE AZ            10/06,-28,DEBIT_CARD,1235.09
DEBIT,10/7/2020,Amazon.com*MK4EA21I2 Amzn.com/bill WA        10/06,-98.01,DEBIT_CARD,1263.09
DEBIT,10/5/2020,BEST BUY         PAYMENT    160237463798885 WEB ID: CITICTP,-1601.98,ACH_DEBIT,1361.1
DEBIT,10/5/2020,FRY'S FOOD DRG 0673 SCOTTSDALE AZ            10/04,-106.31,DEBIT_CARD,2963.08
DEBIT,10/5/2020,SNOOZE AN AM EATERY KIE SCOTTSDALE AZ        10/04,-39,DEBIT_CARD,3069.39
DEBIT,10/5/2020,OHSO BREWERY PV PHOENIX AZ                   10/03,-18.74,DEBIT_CARD,3108.39
DEBIT,10/5/2020,LUCI'S AT THE ORCHARD PHOENIX AZ             10/03,-17.37,DEBIT_CARD,3127.13
CREDIT,10/5/2020,VENMO            CASHOUT                    PPD ID: 5264681992,53,ACH_CREDIT,3144.5
CREDIT,10/5/2020,Online Transfer from SAV ...9797 transaction#: 10411340339,300,ACCT_XFER,3091.5
DEBIT,10/2/2020,BEST BUY         AUTO PYMT  720211576530346 WEB ID: CITIAUTFDR,-100,ACH_DEBIT,2791.5
DEBIT,10/2/2020,WEIDNER-WF-DPTEX WEB PMTS   JQQ8H6          WEB ID: 9000200905,-560.75,ACH_DEBIT,2891.5
DEBIT,10/2/2020,TARGET        00032615 PHOENIX AZ            10/01,-12.19,DEBIT_CARD,3452.25
DEBIT,10/2/2020,PERMIT/CITATION PRKGS 805-562-8200 CA        10/01,-150,DEBIT_CARD,3464.44
DEBIT,10/2/2020,OHSO BREWERY PV PHOENIX AZ                   09/30,-50.35,DEBIT_CARD,3614.44
DEBIT,10/1/2020,GOOGLE *YouTube Music 855-836-3987 CA        09/30,-10.85,DEBIT_CARD,3664.79
DEBIT,10/1/2020,FID BKG SVC LLC  MONEYLINE                  PPD ID: 0368004600,-1000,ACH_DEBIT,3675.64
DEBIT,10/1/2020,A. WILLIAM CHOULES DDS PHOENIX AZ            09/30,-11,DEBIT_CARD,4675.64
CREDIT,10/1/2020,Online Transfer from SAV ...9797 transaction#: 10389337458,1700,ACCT_XFER,4686.64
DEBIT,9/30/2020,ELEVATE COFFEE COMPANY PHOENIX AZ            09/29,-4.15,DEBIT_CARD,2986.64
DEBIT,9/29/2020,GABLES-1JP20466  WEB PMTS   RK20G6          WEB ID: 9000326709,-1516.85,ACH_DEBIT,2990.79
DEBIT,9/29/2020,FIVERR * 9543682267 NY                       09/28,-7,DEBIT_CARD,4507.64
DEBIT,9/29/2020,LUCI'S AT THE ORCHARD PHOENIX AZ             09/28,-28.33,DEBIT_CARD,4514.64
CREDIT,9/29/2020,Online Transfer from SAV ...9797 transaction#: 10369806379,1000,ACCT_XFER,4542.97
DEBIT,9/28/2020,WHOLEFDS CMA #10476 PHOENIX AZ               09/27,-41.44,DEBIT_CARD,3542.97
DEBIT,9/28/2020,CULINARY DROPOUT PHOENIX AZ                  09/26,-7.15,DEBIT_CARD,3584.41
DEBIT,9/28/2020,SQ *PRESS BILTMORE Phoenix AZ                09/26,-3.98,DEBIT_CARD,3591.56
DEBIT,9/28/2020,GRIMALDI'S PIZZA #01101 SCOTTSDALE AZ        09/25,-25.07,DEBIT_CARD,3595.54
DEBIT,9/28/2020,LUCI'S AT THE ORCHARD PHOENIX AZ             09/25,-17.91,DEBIT_CARD,3620.61
DEBIT,9/25/2020,WHOLEFDS CMA #10476 PHOENIX AZ               09/24,-43.67,DEBIT_CARD,3638.52
DEBIT,9/25/2020,SORSO WINE ROOM SCOTTSDALE AZ                09/23,-32.01,DEBIT_CARD,3682.19
CREDIT,9/25/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.04,ACH_CREDIT,3714.2
DEBIT,9/24/2020,SHELL SERVICE STATION PHOENIX AZ     047765  09/24,-38.72,DEBIT_CARD,1244.16
DEBIT,9/24/2020,Online Transfer to SAV ...9797 transaction#: 10343466451 09/24,-500,ACCT_XFER,1282.88
DEBIT,9/24/2020,ARROWHEAD AUTO GLASS PEORIA AZ               09/23,-428,DEBIT_CARD,1782.88
CREDIT,9/24/2020,Online Transfer 10331139308 from Fifth Third Checking ######0462 transaction #: 10331139308 09/24,500,ACCT_XFER,2210.88
DEBIT,9/23/2020,WHOLEFDS CMA #10476 PHOENIX AZ               09/22,-11.98,DEBIT_CARD,1710.88
DEBIT,9/23/2020,TRADER JOE'S #090  QPS PHOENIX AZ            09/22,-68.18,DEBIT_CARD,1722.86
DEBIT,9/23/2020,LUCIS* LUCIS AT THE HTTPSWWW.LUCI AZ         09/22,-11.39,DEBIT_CARD,1791.04
DEBIT,9/23/2020,CAMELBACK VW MAZDA SUB PHOENIX AZ            09/22,-662.47,DEBIT_CARD,1802.43
CREDIT,9/23/2020,VENMO            CASHOUT                    PPD ID: 5264681992,34,ACH_CREDIT,2464.9
CREDIT,9/23/2020,ATM CASH DEPOSIT 09/23 5041 N 16TH ST PHOENIX AZ,200,ATM,2430.9
DEBIT,9/21/2020,TARGET        00032615 PHOENIX AZ            09/20,-52.1,DEBIT_CARD,2230.9
DEBIT,9/21/2020,LOVE S COUNTRY00002154 GALLUP NM             09/20,-5.08,DEBIT_CARD,2283
DEBIT,9/21/2020,MCDONALD'S F31869 ALBUQUERQUE NM             09/20,-13.53,DEBIT_CARD,2288.08
DEBIT,9/21/2020,SHELL OIL 57445818404 CALUMET OK             09/19,-7.55,DEBIT_CARD,2301.61
DEBIT,9/21/2020,QT 23 SAND SPRINGS OK                        09/19,-5.96,DEBIT_CARD,2309.16
DEBIT,9/21/2020,COURTYARD BY MARRIOTT TULSA OK               09/19,-26.57,DEBIT_CARD,2315.12
DEBIT,9/21/2020,SECURE PARKING 11 TULSA OK                   09/18,-16,DEBIT_CARD,2341.69
DEBIT,9/21/2020,COURTYARD BY MARRIOTT TULSA OK               09/20,-106.71,DEBIT_CARD,2357.69
DEBIT,9/21/2020,PHILLIPS 66 - PRIGMORE JOPLIN MO             09/18,-2.09,DEBIT_CARD,2464.4
DEBIT,9/21/2020,BREAK TIME 3162 ROLLA MO                     09/18,-7.68,DEBIT_CARD,2466.49
DEBIT,9/21/2020,CIRCLE K 00180 MOMENCE IL                    09/18,-4.02,DEBIT_CARD,2474.17
CREDIT,9/21/2020,Online Transfer from SAV ...9797 transaction#: 10329308725,1000,ACCT_XFER,2478.19
DEBIT,9/18/2020,Amazon Prime*MU0IW0Y Amzn.com/bill WA        09/18,-14.11,DEBIT_CARD,1478.19
DEBIT,9/18/2020,COURTYARD BY MARRIOTT ALBUQUERQUE NM         09/18,-115.06,DEBIT_CARD,1492.3
DEBIT,9/18/2020,A-1 HITCH LLC MERRILLVILLE IN                09/17,-325.75,DEBIT_CARD,1607.36
DEBIT,9/17/2020,STRACK & VAN TIL #8787 CROWN POINT IN        09/16,-24.59,DEBIT_CARD,1933.11
DEBIT,9/16/2020,WALGREENS STORE 1520 S CROWN POINT IN034350  09/16,-14.94,DEBIT_CARD,1957.7
DEBIT,9/15/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-70.11,ACH_DEBIT,1972.64
DEBIT,9/14/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          09/12,-78.69,DEBIT_CARD,2042.75
DEBIT,9/14/2020,BP#8631186VIRKS VEER MICHIGAN CITY IN        09/13,-5.19,DEBIT_CARD,2121.44
DEBIT,9/14/2020,BIGGBY COFFEE #342 MARSHALL MI               09/13,-7.93,DEBIT_CARD,2126.63
DEBIT,9/14/2020,SPEEDWAY 02355 A 1490 PLYMOUTH MI    462684  09/13,-24.09,DEBIT_CARD,2134.56
DEBIT,9/14/2020,EPC*EPIC GAMES STORE 919-854-0070 NC         09/13,-24.99,DEBIT_CARD,2158.65
DEBIT,9/14/2020,STRACK & VAN TIL #8787 CROWN POINT IN        09/11,-5.42,DEBIT_CARD,2183.64
CREDIT,9/14/2020,VENMO            CASHOUT                    PPD ID: 5264681992,70,ACH_CREDIT,2189.06
DEBIT,9/11/2020,Online Transfer to SAV ...9797 transaction#: 10277111668 09/11,-1000,ACCT_XFER,2119.06
DEBIT,9/11/2020,Online Payment 10277096226 To ALA 5817 09/11,-432.61,LOAN_PMT,3119.06
CREDIT,9/11/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.06,ACH_CREDIT,3551.67
DEBIT,9/10/2020,HLU*Hulu 16100496505 HULU.COM/BILL CA        09/10,-13.03,DEBIT_CARD,1081.61
DEBIT,9/9/2020,STRACK & VAN TIL #8787 CROWN POINT IN        09/08,-23,DEBIT_CARD,1094.64
DEBIT,9/8/2020,STRACK & VAN TIL #8787 CROWN POINT IN        09/07,-32.38,DEBIT_CARD,1117.64
DEBIT,9/8/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        09/05,-11.48,DEBIT_CARD,1150.02
DEBIT,9/8/2020,STRACK & VAN TIL #8756 CEDAR LAKE IN         09/04,-19,DEBIT_CARD,1161.5
DEBIT,9/8/2020,LUKE FUEL STATION CEDAR LAKE IN              09/04,-33.72,DEBIT_CARD,1180.5
DEBIT,9/8/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        09/03,-2.51,DEBIT_CARD,1214.22
DEBIT,9/3/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        09/01,-2.51,DEBIT_CARD,1216.73
DEBIT,9/2/2020,WEIDNER-WF-DPTEX WEB PMTS   1V1QB6          WEB ID: 9000200905,-1446.3,ACH_DEBIT,1219.24
DEBIT,9/2/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        08/31,-2.51,DEBIT_CARD,2665.54
DEBIT,9/1/2020,FID BKG SVC LLC  MONEYLINE                  PPD ID: 0368004600,-1000,ACH_DEBIT,2668.05
DEBIT,9/1/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        08/30,-2.51,DEBIT_CARD,3668.05
DEBIT,9/1/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        08/30,-2.51,DEBIT_CARD,3670.56
DEBIT,8/31/2020,GOOGLE*YOUTUBE MUSIC INTERNET CA             08/30,-10.85,DEBIT_CARD,3673.07
DEBIT,8/31/2020,CVS/PHARMACY #03398 CROWN POINT IN           08/29,-192.85,DEBIT_CARD,3683.92
DEBIT,8/31/2020,STRACK & VAN TIL #8787 CROWN POINT IN        08/29,-35.57,DEBIT_CARD,3876.77
DEBIT,8/31/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        08/29,-2.51,DEBIT_CARD,3912.34
DEBIT,8/31/2020,WALGREENS STORE 1520 S CROWN POINT IN130860  08/29,-3.95,DEBIT_CARD,3914.85
DEBIT,8/31/2020,CARRIAGE COURT PIZZA CROWN POINT IN          08/29,-23.21,DEBIT_CARD,3918.8
DEBIT,8/31/2020,HUMBLEBUNDLE.COM HTTPSWWW.HUMB CA            08/28,-29.99,DEBIT_CARD,3942.01
DEBIT,8/28/2020,CULVERS OF CROWN POINT CROWN POINT IN        08/27,-9.62,DEBIT_CARD,3972
CREDIT,8/28/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3981.62
DEBIT,8/27/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        08/25,-5.02,DEBIT_CARD,1511.57
DEBIT,8/25/2020,STRACK & VAN TIL #8787 CROWN POINT IN        08/24,-17.99,DEBIT_CARD,1516.59
DEBIT,8/25/2020,STEAMWHISTLE COFFEE RO CROWN POINT IN        08/23,-5.02,DEBIT_CARD,1534.58
DEBIT,8/24/2020,SPORT CLIPS - IN605 - CROWN POINT IN         08/23,-30,DEBIT_CARD,1539.6
DEBIT,8/24/2020,PP*CHEMSHAW13D CROWN POINT IN                08/23,-8.95,DEBIT_CARD,1569.6
DEBIT,8/24/2020,CROWN POINT TRUE VALUE CROWN POINT IN        08/22,-14.97,DEBIT_CARD,1578.55
DEBIT,8/24/2020,BEST BUY #309 MERRILLVILLE IN        237351  08/22,-74.89,DEBIT_CARD,1593.52
DEBIT,8/24/2020,SPEEDWAY 02355 A 1490 PLYMOUTH MI    005123  08/22,-33.57,DEBIT_CARD,1668.41
DEBIT,8/24/2020,SQ *ESPRESSO ELEVADO gosq.com MI             08/22,-3.45,DEBIT_CARD,1701.98
DEBIT,8/24/2020,PICNIC BASKET MARKET PLYMOUTH MI             08/21,-3.28,DEBIT_CARD,1705.43
DEBIT,8/24/2020,PLYMOUTH COFFEE BEAN- 248-8727392 MI         08/21,-3.9,DEBIT_CARD,1708.71
DEBIT,8/21/2020,CVS/PHARMACY #08208 PLYMOUTH MI              08/20,-6,DEBIT_CARD,1712.61
DEBIT,8/21/2020,PICNIC BASKET MARKET PLYMOUTH MI             08/20,-14.05,DEBIT_CARD,1718.61
DEBIT,8/21/2020,THE HUDSON'S CAFE DETROIT MI                 08/20,-37.8,DEBIT_CARD,1732.66
DEBIT,8/21/2020,CITY OF DETROIT MUN PAR DETROIT MI           08/20,-2,DEBIT_CARD,1770.46
DEBIT,8/20/2020,CITY OF DETROIT MUNPL. DETROIT MI            08/19,-1,DEBIT_CARD,1772.46
DEBIT,8/19/2020,SQ *DESSERT OASIS COFFE Detroit MI           08/19,-10.56,DEBIT_CARD,1773.46
CREDIT,8/19/2020,IRS  TREAS 310     TAX REF                  PPD ID: 9111036170,14.33,ACH_CREDIT,1784.02
DEBIT,8/18/2020,Amazon Prime*MM3CD2V Amzn.com/bill WA        08/18,-14.11,DEBIT_CARD,1769.69
DEBIT,8/18/2020,SQ *AWAKE CAFE COFFEE A Detroit MI           08/18,-14.05,DEBIT_CARD,1783.8
DEBIT,8/18/2020,TST* IMA 1 DETROIT MI                        08/17,-36.54,DEBIT_CARD,1797.85
DEBIT,8/18/2020,DOORDASH*BUCHAREST G WWW.DOORDASH. CA        08/17,-17.08,DEBIT_CARD,1834.39
DEBIT,8/18/2020,JERSEY MIKES 31024 FERNDALE MI               08/16,-17.2,DEBIT_CARD,1851.47
DEBIT,8/17/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          08/15,-79.44,DEBIT_CARD,1868.67
DEBIT,8/17/2020,VENMO            PAYMENT    3927597619      WEB ID: 3264681992,-109,ACH_DEBIT,1948.11
DEBIT,8/17/2020,SQ *COLD TRUTH LLC Detroit MI                08/16,-7.83,DEBIT_CARD,2057.11
DEBIT,8/17/2020,CVS/PHARMACY #08267 DETROIT MI               08/16,-18.54,DEBIT_CARD,2064.94
DEBIT,8/17/2020,DOORDASH*PAPA ROMANO WWW.DOORDASH. CA        08/16,-17.03,DEBIT_CARD,2083.48
DEBIT,8/17/2020,DETROIT FLEAT FERNDALE MI                    08/15,-24.21,DEBIT_CARD,2100.51
DEBIT,8/17/2020,FAMILY EXPRESS #65 CROWN POINT IN            08/14,-38.57,DEBIT_CARD,2124.72
DEBIT,8/17/2020,SIP COFFEE HOUSE WINFIELD IN                 08/14,-30.95,DEBIT_CARD,2163.29
DEBIT,8/14/2020,Online Transfer to SAV ...9797 transaction#: 10115962068 08/14,-1000,ACCT_XFER,2194.24
DEBIT,8/14/2020,Online Payment 10115931474 To ALA 5817 08/14,-432.61,LOAN_PMT,3194.24
CREDIT,8/14/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3626.85
DEBIT,8/12/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-68.63,ACH_DEBIT,1156.8
DEBIT,8/12/2020,CHIPOTLE 3282 CROWN POINT IN                 08/11,-9.15,DEBIT_CARD,1225.43
DEBIT,8/11/2020,DISCOVER         E-PAYMENT  2463            WEB ID: 2510020270,-317.12,ACH_DEBIT,1234.58
DEBIT,8/10/2020,HLU*Hulu 16100496526 HULU.COM/BILL CA        08/10,-13.03,DEBIT_CARD,1551.7
DEBIT,8/10/2020,VENMO            PAYMENT    3891944044      WEB ID: 3264681992,-192,ACH_DEBIT,1564.73
DEBIT,8/10/2020,WALGREENS STORE 1520 S CROWN POINT IN420314  08/08,-2.13,DEBIT_CARD,1756.73
DEBIT,8/10/2020,BUCKS BICYCLE SHOP INC VALPARAISO IN         08/08,-32.05,DEBIT_CARD,1758.86
DEBIT,8/10/2020,BUCKS BICYCLE SHOP INC VALPARAISO IN         08/08,-79.5,DEBIT_CARD,1790.91
DEBIT,8/10/2020,SLC CNBC NEWS D SALT LAKE CIT UT             08/07,-6.47,DEBIT_CARD,1870.41
DEBIT,8/10/2020,CHEVRON 0204253 MURRAY UT                    08/07,-23.99,DEBIT_CARD,1876.88
CREDIT,8/10/2020,VENMO            CASHOUT                    PPD ID: 5264681992,69,ACH_CREDIT,1900.87
DEBIT,8/5/2020,WEIDNER-WF-DPTEX WEB PMTS   Q1CH76          WEB ID: 9000200905,-1451.24,ACH_DEBIT,1831.87
DEBIT,8/5/2020,JANS PARK AVE PARK CITY UT                   08/04,-50.42,DEBIT_CARD,3283.11
DEBIT,8/4/2020,JANS PARK AVE PARK CITY UT                   08/03,-18.31,DEBIT_CARD,3333.53
DEBIT,8/3/2020,FID BKG SVC LLC  MONEYLINE                  PPD ID: 0368004600,-1000,ACH_DEBIT,3351.84
DEBIT,8/3/2020,JANS PARK AVE PARK CITY UT                   08/02,-25.92,DEBIT_CARD,4351.84
DEBIT,8/3/2020,JANS PARK AVE PARK CITY UT                   08/01,-107.74,DEBIT_CARD,4377.76
DEBIT,8/3/2020,HUDSONNEWS  ST854 DES PLAINES IL             07/31,-10.3,DEBIT_CARD,4485.5
CREDIT,8/3/2020,Online Transfer from SAV ...9797 transaction#: 10043444228,1000,ACCT_XFER,4495.8
DEBIT,7/31/2020,GOOGLE *YouTube Music 855-836-3987 CA        07/30,-10.85,DEBIT_CARD,3495.8
CREDIT,7/31/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.05,ACH_CREDIT,3506.65
DEBIT,7/30/2020,STARBUCKS STORE 02653 PLYMOUTH MI            07/29,-9.17,DEBIT_CARD,1036.6
DEBIT,7/29/2020,KELLY EXPRESS M ALBION MI                    07/29,-25,DEBIT_CARD,1045.77
DEBIT,7/29/2020,KELLY EXPRESS M ALBION MI                    07/29,-4.38,DEBIT_CARD,1070.77
DEBIT,7/29/2020,PICNIC BASKET MARKET PLYMOUTH MI             07/28,-2.78,DEBIT_CARD,1075.15
DEBIT,7/27/2020,KROGER 670 PLYMOUTH MI                       07/26,-27.13,DEBIT_CARD,1077.93
DEBIT,7/27/2020,SPEEDWAY 08778 KALAMAZO KALAMAZOO MI         07/24,-7.28,DEBIT_CARD,1105.06
DEBIT,7/27/2020,SIP COFFEE HOUSE CROWN POINT IN              07/25,-26.54,DEBIT_CARD,1112.34
DEBIT,7/24/2020,WALGREENS STORE 1520 S CROWN POINT IN133209  07/24,-71.84,DEBIT_CARD,1138.88
DEBIT,7/24/2020,WALGREENS STORE 1520 S CROWN POINT IN419241  07/24,-37.81,DEBIT_CARD,1210.72
DEBIT,7/24/2020,TST* STACKS BAR & GRILL VALPARAISO IN        07/23,-23.26,DEBIT_CARD,1248.53
DEBIT,7/23/2020,COUNTY SEAT LIQUORS CROWN POINT IN           07/22,-11.76,DEBIT_CARD,1271.79
DEBIT,7/23/2020,CARRIAGE COURT PIZZA CROWN POINT IN          07/22,-48.23,DEBIT_CARD,1283.55
DEBIT,7/23/2020,DELTA AIR   00624287955 DELTA.COM CA         07/22,-554.2,DEBIT_CARD,1331.78
DEBIT,7/22/2020,APS electric pmt PAYMENT    3518057919      WEB ID: 1860011170,-127.15,ACH_DEBIT,1885.98
DEBIT,7/22/2020,WALGREENS STORE 1520 S CROWN POINT IN037787  07/22,-9.93,DEBIT_CARD,2013.13
CREDIT,7/22/2020,Online Transfer from SAV ...9797 transaction#: 9985815063,400,ACCT_XFER,2023.06
DEBIT,7/21/2020,FID BKG SVC LLC  MONEYLINE                  PPD ID: 0368004600,-5000,ACH_DEBIT,1623.06
DEBIT,7/21/2020,STRACK & VAN TIL #8787 CROWN POINT IN        07/20,-18.3,DEBIT_CARD,6623.06
DEBIT,7/21/2020,CHIPOTLE 3282 CROWN POINT IN                 07/20,-19.74,DEBIT_CARD,6641.36
DEBIT,7/21/2020,SPORT CLIPS - IN605 - CROWN POINT IN         07/20,-30,DEBIT_CARD,6661.1
CREDIT,7/21/2020,VENMO            CASHOUT                    PPD ID: 5264681992,53,ACH_CREDIT,6691.1
CREDIT,7/21/2020,VENMO            CASHOUT                    PPD ID: 5264681992,127,ACH_CREDIT,6638.1
DEBIT,7/20/2020,Amazon Prime*MV7F62G Amzn.com/bill WA        07/18,-14.11,DEBIT_CARD,6511.1
DEBIT,7/20/2020,STRACK & VAN TIL #8787 CROWN POINT IN        07/18,-20,DEBIT_CARD,6525.21
DEBIT,7/20/2020,FIREHOUSE SUBS 1462 QSR KALAMAZOO MI         07/17,-16,DEBIT_CARD,6545.21
DEBIT,7/20/2020,SWEETWATERS DONUT MILL KALAMAZOO MI          07/18,-3.27,DEBIT_CARD,6561.21
DEBIT,7/20/2020,MARATHON PETRO45658 ANN ARBOR MI             07/17,-34.54,DEBIT_CARD,6564.48
DEBIT,7/20/2020,TIM HORTONS #916638 SOUTHFIELD MI            07/16,-12.46,DEBIT_CARD,6599.02
DEBIT,7/17/2020,Online Transfer to SAV ...9797 transaction#: 9960627912 07/17,-2000,ACCT_XFER,6611.48
CREDIT,7/17/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.06,ACH_CREDIT,8611.48
DEBIT,7/16/2020,IN *WOOF LIFE LLC VALPARAISO IN              07/14,-22.47,DEBIT_CARD,6141.42
DEBIT,7/15/2020,STRACK & VAN TIL #8787 CROWN POINT IN        07/14,-34.01,DEBIT_CARD,6163.89
CREDIT,7/15/2020,Online Transfer 9936143685 from Fifth Third Checking ######0462 transaction #: 9936143685 07/15,700,ACCT_XFER,6197.9
DEBIT,7/14/2020,STRACK & VAN TIL #8787 CROWN POINT IN        07/13,-24.38,DEBIT_CARD,5497.9
DEBIT,7/13/2020,WALGREENS STORE 1520 S CROWN POINT IN319205  07/13,-9.69,DEBIT_CARD,5522.28
DEBIT,7/13/2020,COYNE VET CENTER CROWN POINT IN              07/12,-98.5,DEBIT_CARD,5531.97
DEBIT,7/13/2020,TWELVE ISLANDS RESTAUR CROWN POINT IN        07/12,-20.53,DEBIT_CARD,5630.47
DEBIT,7/13/2020,COYNE VET CENTER CROWN POINT IN              07/12,-500,DEBIT_CARD,5651
DEBIT,7/13/2020,ADMIRAL PETROLEUM NILES MI                   07/12,-3.29,DEBIT_CARD,6151
DEBIT,7/13/2020,WALGREENS STORE 907 S NILES MI       423460  07/11,-19.27,DEBIT_CARD,6154.29
DEBIT,7/13/2020,SQ *RUSTY HOOKS BAIT & Niles MI              07/11,-62.07,DEBIT_CARD,6173.56
DEBIT,7/13/2020,FAMILY EXPRESS CROWN POINT IN                07/11,-6.48,DEBIT_CARD,6235.63
DEBIT,7/13/2020,TST* SQUARE ROOTS CROWN POINT IN             07/11,-22.27,DEBIT_CARD,6242.11
DEBIT,7/10/2020,HLU*Hulu 16100496554 HULU.COM/BILL CA        07/10,-13.03,DEBIT_CARD,6264.38
DEBIT,7/10/2020,SPEEDWAY 01020 1 10950 CROWN POINT IN434232  07/10,-37.21,DEBIT_CARD,6277.41
DEBIT,7/10/2020,CARRIAGE COURT PIZZA CROWN POINT IN          07/09,-14.07,DEBIT_CARD,6314.62
DEBIT,7/10/2020,IL TOLLWAY-WEB-UNPD T 800-824-7277 IL        07/09,-19,DEBIT_CARD,6328.69
DEBIT,7/10/2020,TWELVE ISLANDS RESTAUR CROWN POINT IN        07/09,-33.02,DEBIT_CARD,6347.69
CREDIT,7/9/2020,Online Transfer from SAV ...9797 transaction#: 9918537473,5000,ACCT_XFER,6380.71
DEBIT,7/8/2020,COUNTER CHECK,-2,FEE_TRANSACTION,1380.71
DEBIT,7/6/2020,MURPHY6962ATWAL SHELBYVILLE IN               07/05,-25.5,DEBIT_CARD,1382.71
DEBIT,7/6/2020,MURPHY6962ATWAL SHELBYVILLE IN               07/05,-3.58,DEBIT_CARD,1408.21
DEBIT,7/6/2020,SIP COFFEE HOUSE CROWN POINT IN              07/05,-24.65,DEBIT_CARD,1411.79
DEBIT,7/6/2020,Provecho Latin Provisi Crown Point IN        07/04,-28.89,DEBIT_CARD,1436.44
DEBIT,7/3/2020,VZWRLSS*BILL PAY VN 800-922-0204 FL          07/03,-79.18,DEBIT_CARD,1465.33
DEBIT,7/3/2020,TST* STATION 21 AMERIC CROWN POINT IN        07/03,-31.57,DEBIT_CARD,1544.51
DEBIT,7/2/2020,WEIDNER-WF-DPTEX WEB PMTS   QJ3816          WEB ID: 9000200905,-1448.08,ACH_DEBIT,1576.08
DEBIT,7/2/2020,Online Transfer to SAV ...9797 transaction#: 9881241732 07/02,-1400,ACCT_XFER,3024.16
DEBIT,7/2/2020,Online Payment 9881224595 To ALA 5817 07/02,-432.61,LOAN_PMT,4424.16
CREDIT,7/2/2020,CVO HOLDING COMP DIRECT DEP                 PPD ID: 9111111101,2470.04,ACH_CREDIT,4856.77
DEBIT,7/1/2020,GOOGLE *YouTube Music 855-836-3987 CA        06/30,-10.85,DEBIT_CARD,2386.73
DEBIT,7/1/2020,JEWEL OSCO 0076 CROWN POINT IN       052786  07/01,-29.42,DEBIT_CARD,2397.58
CREDIT,7/1/2020,Online Transfer from SAV ...9797 transaction#: 9872281290,1000,ACCT_XFER,2427
